clt_id,clt_tax_nb,clt_emp_1,clt_emp_2,clt_emp_3
398,5,57493,,40792
164,7,161436,,
966,3,,286474,
748,7,26600,,
1344,8,,159059,36799
677,2,87666,,10833
938,1,,82657,
1615,5,,170941,
520,7,,53296,
576,6,,74412,24015
1628,10,145505,,42232
894,9,97434,,
877,7,87712,,43100
699,9,,222921,
488,11,72508,,
934,11,,100959,
1089,11,119280,,
1387,5,,,29521
1178,1,44537,,
319,9,86074,,
287,9,161681,,
463,2,170181,,
1421,11,89957,,
431,9,199747,,
1386,1,59330,,
1251,12,196907,,43115
510,1,,90063,37565
975,6,181443,,32327
620,7,83725,,20208
96,3,153628,,
496,10,88098,,
65,8,34436,,
1428,12,,,22539
272,1,183626,,32934
193,1,28335,,
1181,2,83699,,
1101,12,189820,,5196
1558,1,,,
164,5,45183,,
1255,5,,249280,
1495,7,50110,,
44,11,161285,,
873,3,80288,,27131
804,1,152119,,5250
382,5,31509,,
163,6,30628,,
796,6,50751,,9644
966,2,,227398,
280,12,144378,,
352,1,105867,,
399,1,86365,,
1507,1,132041,,44690
967,7,,,
1409,10,24663,,
633,5,17148,,11663
604,4,192142,,
765,9,53060,,38004
1460,5,84753,,
1137,1,167504,,29111
332,11,,47610,
1568,6,81522,,25750
916,5,,182010,10086
1189,4,,122401,
629,6,82231,,38327
1428,1,,,8514
343,12,,217337,
663,5,129375,,
465,3,128860,,14116
12,8,161115,,31397
118,2,84473,,
799,3,34377,,
1111,7,145457,,37409
1587,3,,74507,
1185,10,,158292,
206,2,113341,,
1330,9,179049,,23716
1614,4,152770,,
1335,3,135478,,9018
520,5,,146722,
41,8,149369,,
1225,3,,267900,34079
82,5,,154795,24098
298,6,149287,,
914,8,,269294,43110
728,5,41552,,
434,9,84994,,
1393,1,,101140,
392,6,79443,,
226,9,166837,,
779,6,107765,,
1527,3,50979,,6295
936,1,162747,,
1308,1,132213,,
1396,2,115039,,35823
212,1,98010,,
151,2,108545,,
514,1,,207750,
603,4,47192,,28513
342,9,112827,,
613,2,,63336,
831,4,173383,,12748
978,7,19878,,36329
1083,1,192678,,33810
55,5,65954,,23518
1470,11,,240398,24630
478,8,21383,,33259
1138,7,,99156,
103,1,131279,,16653
1315,4,141028,,
1069,8,,147967,32334
1163,7,150792,,
1363,1,149682,,17538
836,5,123389,,
1395,5,182969,,
1297,10,,141928,42077
996,1,,62015,
899,7,104988,,
986,10,78392,,
828,4,179283,,
79,5,34701,,8504
478,9,67630,,26769
659,9,,73367,
1170,1,25228,,14527
438,12,123216,,
1329,1,63410,,
504,1,,,8922
598,1,103647,,
354,11,,82592,23971
351,1,159978,,
1451,3,132607,,28967
129,10,,265276,38662
359,9,186657,,
137,1,69788,,
1022,12,,,
1606,3,100323,,
435,5,192884,,
1151,1,,148328,
97,1,,242907,
596,1,,159219,12292
1543,7,151566,,
669,2,17612,,38679
207,5,,,13022
1603,4,,266900,
825,11,186601,,
479,11,,178064,
1083,6,58818,,36934
653,9,178002,,5194
240,2,63765,,
857,2,72271,,43572
701,6,55830,,
20,7,,198480,
1060,7,46738,,
869,8,161522,,
250,1,100165,,10788
465,11,189969,,11975
1076,5,96423,,
1616,4,,,
509,2,,,6072
372,9,,71603,30462
82,11,,53868,15488
1032,10,,237848,42259
1347,1,95699,,
120,10,,193167,
586,10,181790,,
1103,11,,184949,
1457,8,33552,,8100
642,9,176304,,
1060,3,75884,,
383,6,169434,,
64,10,,103475,40651
360,2,91805,,
951,5,,98073,5838
939,11,96457,,
185,12,38539,,39983
19,4,157616,,
913,5,64805,,
511,4,,179403,
775,1,49830,,32473
407,7,30511,,
543,12,156641,,
1473,3,48929,,12969
1185,7,,130469,
1317,11,98791,,
52,8,180833,,38055
22,4,,184640,
1314,1,140082,,42785
617,6,197245,,8114
133,2,,193417,19426
319,3,96526,,
619,1,193739,,
976,12,,134330,44906
1346,10,77588,,18788
873,10,168205,,27802
1366,1,191489,,27285
1362,4,180672,,
483,5,,,
1110,9,136217,,
1578,10,35685,,
729,4,40933,,
1151,10,,268659,
1530,6,,,
880,6,,255926,19896
341,4,,69759,
626,1,70080,,29885
831,5,83251,,40062
434,4,183881,,
793,4,50544,,
447,3,76164,,23934
445,1,117107,,
1352,10,55837,,
955,3,148591,,
943,5,,,
859,4,141924,,
642,1,163918,,
1170,2,169939,,6107
957,2,58795,,
1340,1,141318,,38879
1521,1,142313,,19805
361,4,100527,,
566,12,162729,,
63,10,,154877,
207,12,,,44172
1000,12,188229,,37645
1431,12,,271463,
36,11,169693,,35665
406,8,,273465,
121,11,48741,,
868,9,121316,,
372,8,,143608,24061
1319,2,190836,,35085
781,1,82633,,
1484,1,193461,,
662,9,60585,,
701,5,102056,,
407,1,199908,,
390,8,191793,,21633
451,12,196761,,22585
161,8,129591,,41271
1230,6,190045,,
1413,11,89004,,
1064,8,64343,,
378,5,43391,,
957,3,48179,,
517,3,159856,,
650,8,73636,,
1433,2,,175540,
770,1,67323,,7919
1172,1,19137,,34961
451,1,36192,,42204
1498,4,109208,,
71,6,81632,,32570
1363,9,134966,,44126
1254,1,,186822,
491,7,185413,,5364
96,1,130230,,
1423,12,,254195,7927
127,1,177975,,5071
1307,12,75032,,
1482,7,53112,,6697
312,2,114621,,29517
963,6,97768,,29258
968,2,121495,,43224
1056,1,153273,,
1112,3,133036,,6523
1633,9,120217,,
385,4,112085,,
755,7,108823,,30841
1483,4,74632,,
802,1,21449,,
1141,10,62577,,15673
505,3,119908,,
1070,2,123902,,
131,7,143212,,
754,5,,239462,
404,8,32666,,
1477,8,38511,,
35,1,71976,,35262
1159,6,,,8657
389,10,139800,,36332
1255,3,,224781,
630,2,105144,,
554,4,81553,,
1154,4,99026,,
11,10,75289,,15532
1482,3,172607,,11590
931,1,93016,,
1033,1,44251,,26174
583,7,145203,,
473,2,65682,,17262
1477,9,105163,,
1478,12,30648,,
246,10,51889,,37380
714,4,,80158,25295
163,1,123294,,
1022,9,,,
205,7,103908,,
158,9,140778,,
764,12,,143015,28928
237,6,191152,,
611,10,56619,,31339
1473,2,174515,,31410
900,8,,278527,19693
1034,1,,,10537
42,9,40161,,15562
1124,3,17359,,43151
1164,7,95491,,42489
694,1,30811,,
878,5,72753,,
1478,3,196865,,
1022,5,,,
993,5,31142,,
780,9,19327,,
912,4,107499,,
1619,8,189260,,17548
341,5,,290782,
826,2,25440,,16442
680,12,,,
256,6,,61821,14044
541,4,145870,,
1397,7,,294565,
808,1,116666,,
1000,10,107073,,12955
701,9,46216,,
1015,7,183290,,
303,8,97018,,
1523,1,148201,,
1489,3,187565,,6324
1167,11,127934,,
699,8,,47531,
466,10,114280,,
868,6,43638,,
777,2,16495,,
466,8,72389,,
173,3,18685,,33876
621,6,142062,,
1632,1,,,12067
137,8,70678,,
322,6,174789,,22668
721,3,97682,,
1562,2,192085,,
359,8,111071,,
449,7,,,
370,6,160664,,7345
790,2,186836,,
876,1,,216994,
1239,8,80957,,
267,4,,,
1098,5,168986,,6659
937,10,,207527,
1632,9,,,39660
247,12,129413,,
1422,12,16408,,
217,6,190697,,28736
1417,7,43127,,
970,12,25888,,
469,10,199235,,31121
948,10,24005,,
1584,1,,,
1187,6,,224408,18251
1572,3,,,
1417,8,166077,,
537,2,,,33665
63,9,,94980,
871,6,167454,,5776
1591,11,31221,,
1445,9,,158397,
1574,5,135804,,
69,10,19452,,
954,1,168296,,
221,6,39585,,
27,8,97188,,
1309,12,95493,,21846
1300,6,39033,,23991
993,2,34233,,
1118,1,90662,,
1479,12,126117,,17453
529,2,94087,,18684
546,3,51085,,33403
1236,2,154993,,22494
487,10,170455,,
201,11,,175259,
870,3,,112319,12386
307,9,112696,,6625
45,1,21298,,15043
1209,9,183280,,34113
1452,6,106307,,
132,5,147722,,
1030,1,83756,,42668
684,2,162042,,34050
1076,1,54840,,
1434,3,188371,,
897,6,103202,,
729,1,114192,,
1310,4,,275921,
1390,8,116818,,35783
191,9,,237599,
1367,10,,161170,
114,1,178364,,34849
169,11,75301,,
397,5,197601,,
1261,7,55914,,
84,8,,285388,32105
6,11,66431,,
1258,2,176295,,
1363,12,85170,,24226
371,1,29312,,30409
1380,9,,240296,
42,3,21733,,19968
1099,6,140804,,
73,1,68261,,
991,11,,,18630
241,5,114815,,
858,10,165392,,
231,6,35149,,
573,1,,65168,29677
985,6,50325,,
1010,10,147294,,25845
465,1,52305,,11002
46,1,142016,,
79,3,28833,,28494
1117,3,108941,,
403,4,191344,,43309
1630,9,56727,,
1260,8,58399,,5080
57,3,,128111,43222
167,1,112943,,7807
128,1,188635,,
1176,8,141457,,26025
620,1,54980,,25721
632,11,190414,,
360,1,69173,,
778,12,,131214,41836
1588,9,,290166,
116,1,143669,,33881
1109,9,115504,,32792
463,1,144376,,
106,12,,92993,
138,5,67319,,
1360,12,171762,,
763,10,143269,,
1456,7,131430,,
129,7,,54323,14336
1505,5,,,43268
165,10,,,
985,10,48528,,
1064,10,62334,,
1463,7,26070,,11739
534,3,25843,,35805
488,8,169558,,
537,10,,,20604
1110,1,119201,,
474,11,44197,,
90,12,191193,,26203
259,7,101649,,
26,1,,142690,18787
245,4,,121296,
640,1,57131,,
1142,1,179826,,18330
587,11,,173400,24521
981,7,168068,,43201
1468,7,50687,,
1561,4,,182839,
1575,9,,259825,29835
1069,7,,111083,37235
911,7,112508,,12516
1619,10,159691,,7328
1119,1,174442,,
110,2,79162,,
606,2,179700,,
69,4,92376,,
1510,1,159179,,
914,9,,294242,23306
1201,6,187368,,
500,12,,140686,
681,4,79673,,
1275,1,60703,,
171,7,103644,,43288
1358,7,109724,,
424,11,98846,,
788,12,,271858,
1437,1,,252241,
304,2,45618,,
773,5,123462,,
1188,11,83450,,27107
1471,9,131664,,7958
1297,11,,298397,17529
317,2,,286213,
1163,3,177130,,
62,4,184191,,
1212,1,,54252,43062
729,12,49642,,
1570,6,159395,,29283
1294,10,,148938,12131
1034,4,,,30982
482,5,55856,,
771,5,39787,,
229,1,99526,,18926
957,9,24148,,
478,3,61851,,39870
727,1,76218,,
1338,5,,239118,
692,3,21457,,
525,5,,112584,
75,8,,79485,
1254,7,,266230,
981,2,62680,,8206
1123,3,116790,,32130
160,4,,56323,8121
717,12,55643,,33251
753,9,15433,,34069
557,2,119143,,18573
354,5,,160527,16045
704,12,103916,,19565
1125,7,,113102,36468
223,9,135402,,
702,11,,198621,25418
1505,12,,,27031
32,11,170498,,
1088,8,36111,,21905
636,7,,,35382
339,11,136829,,
1521,12,111057,,30501
1036,11,98718,,32416
1036,10,126462,,39231
327,8,74671,,12017
1327,6,69536,,
1402,1,180161,,
186,5,94502,,
10,9,93208,,
1574,10,195883,,
593,6,23093,,43493
1137,12,118817,,29538
565,2,51945,,
522,4,189757,,
1311,11,20837,,
188,7,,242523,5390
1206,3,21038,,28873
543,10,173955,,
1020,11,52828,,8624
1195,1,,142903,23973
973,12,114111,,19507
1390,6,168112,,20654
617,9,33354,,10355
75,1,,52950,
1597,3,104721,,37937
682,12,150578,,30434
12,11,126602,,9434
1488,4,23868,,
1026,10,,103368,
163,4,28883,,
235,1,43208,,
718,1,134669,,
1434,9,140218,,
53,6,163481,,
472,12,122970,,14939
988,1,,109334,
634,9,194124,,
208,7,71464,,
1394,1,,,
1079,8,66293,,
1252,10,,,
276,2,46337,,42089
1281,8,28823,,
1424,6,197565,,35289
1487,10,94131,,
1591,6,55805,,
299,6,188019,,
1241,10,197518,,28397
225,1,170195,,22599
842,12,,,36707
600,12,164310,,
1277,7,66634,,
119,9,29350,,34493
366,11,,57922,
239,3,97222,,
1151,5,,116465,
1096,7,,269335,
714,8,,94081,42572
1132,2,,68236,
178,1,,267272,
515,3,151956,,
10,5,59268,,
100,10,,158754,
400,1,60734,,37330
330,7,,90095,34178
100,4,,148190,
1631,1,40129,,
558,5,196062,,
10,4,31742,,
284,10,,251104,17354
392,1,151255,,
1260,11,153867,,5709
869,12,61383,,
7,6,102560,,
509,8,,,25732
562,5,162521,,
681,6,191235,,
1386,11,37647,,
852,3,105584,,
983,6,,288359,11727
1255,12,,128684,
1342,11,,212453,
832,3,173941,,12643
35,3,85516,,19446
1317,6,148517,,
734,5,,258857,
667,4,187212,,44453
780,12,196123,,
865,6,198887,,
612,7,,,
1317,5,158772,,
970,2,92501,,
1523,12,178431,,
515,10,120762,,
436,10,,,
592,3,187023,,12284
521,2,103941,,
409,1,195625,,
579,2,170807,,
942,3,63323,,
717,9,27799,,42141
1505,4,,,31558
275,11,183650,,
1021,1,154259,,5154
249,1,111027,,
1338,8,,275368,
1479,4,176199,,38194
239,5,44530,,
605,1,17230,,
1401,12,,123703,19859
1433,10,,74174,
839,9,181151,,
696,8,,143097,
1023,1,110590,,
508,8,21603,,42110
728,1,20864,,
1589,11,193702,,
1013,3,,278687,41612
794,1,109655,,42868
162,6,121241,,
1056,6,188144,,
1271,9,22345,,
164,10,156840,,
158,2,61944,,
647,11,90404,,5567
1624,11,68548,,
1543,3,133009,,
1378,5,136106,,
1035,10,85852,,23240
109,5,112919,,
805,10,101934,,29082
1609,5,19236,,9540
1146,8,,,18387
1074,12,127790,,44536
1449,12,147359,,
384,4,,277999,
1322,7,53801,,
494,1,144577,,27627
738,6,70559,,
418,4,179045,,
1166,1,74437,,
15,6,107189,,23706
1238,1,178130,,
1509,9,180932,,36067
652,2,141110,,29198
1580,9,,105258,29634
740,7,113358,,
343,1,,169584,
382,11,179919,,
926,8,71635,,
1401,9,,110236,32502
279,6,28270,,14256
718,2,181706,,
1066,6,158474,,23513
409,5,190933,,
317,1,,211699,
95,1,42841,,6618
537,7,,,14364
501,6,119575,,
986,1,180492,,
874,9,141128,,
1359,1,125442,,12668
336,1,52059,,
967,11,,,
679,8,46039,,25847
1027,1,,,
1358,6,67252,,
277,7,,224293,
672,10,70515,,
599,8,127208,,
859,6,34588,,
985,5,31681,,
520,8,,96473,
791,11,54125,,
1259,12,25854,,10669
1633,11,74708,,
1087,2,,162386,
573,5,,168082,39973
404,2,68439,,
957,1,76702,,
62,3,181144,,
1493,12,47184,,
406,4,,92757,
574,12,192876,,22942
315,10,37320,,
1629,9,96770,,
131,1,81657,,
121,4,194504,,
474,9,146690,,
1126,1,194738,,12104
530,6,178040,,30025
1367,4,,233763,
805,4,94539,,24108
359,7,179020,,
498,10,,,
1104,3,155208,,37170
885,7,65943,,23713
1351,3,167522,,
1527,11,130445,,34602
685,10,151390,,
1289,2,35102,,
132,3,55434,,
1361,11,64141,,10659
1265,9,185975,,
435,3,31898,,
1621,1,,281188,
862,12,67131,,
1288,3,67523,,33116
640,4,189477,,
1537,6,196912,,38816
600,5,63626,,
441,1,110545,,
449,10,,,
674,1,19551,,
1160,8,,89766,6348
109,3,30313,,
198,1,,177109,
1438,1,41710,,
1248,1,33500,,30700
1568,10,178417,,42837
134,3,63252,,
566,8,72038,,
1344,6,,243199,15200
912,7,131258,,
961,7,103390,,
1466,1,108920,,
730,4,137691,,
950,9,,270034,38743
1234,8,186892,,
944,1,180376,,17706
921,5,79016,,16020
954,6,100748,,
1233,1,,,
81,2,,269187,8941
1508,3,,160817,
704,10,167379,,27986
1229,9,180578,,
1292,6,134502,,19389
812,12,187504,,
367,1,135637,,27342
1576,1,,225111,
435,8,171787,,
633,1,57732,,42960
1560,1,115612,,20904
863,1,39365,,
1356,10,86484,,
425,3,182913,,
560,6,148594,,
472,5,78174,,34839
340,10,92430,,40135
926,3,47685,,
1475,12,26910,,25941
1102,10,,,
90,6,192417,,23380
610,1,,183554,33124
1314,6,102031,,22495
298,10,91423,,
1123,4,157738,,39279
1285,8,,179622,23150
458,5,,196144,25693
493,1,144329,,12882
207,11,,,24718
1008,9,,153452,20744
192,10,146233,,42871
317,4,,158144,
55,4,71688,,15794
1081,10,140247,,
582,2,28212,,
90,4,195385,,8003
566,2,199073,,
1459,10,,80723,
1329,3,60909,,
960,4,26542,,
1299,7,,119566,
184,12,88652,,
65,3,174165,,
834,10,195472,,
680,6,,,
86,3,,265126,
1605,3,95050,,
1245,8,17662,,
131,5,184066,,
1382,4,,116722,
842,5,,,19287
75,7,,138090,
921,1,188764,,17579
951,8,,220789,11567
410,2,,108411,
516,8,197040,,
246,8,83478,,29245
1148,5,,113718,13259
737,1,33515,,
756,4,156732,,
572,4,116551,,
790,1,44024,,
39,10,,293071,42333
570,1,32584,,
983,1,,152764,42935
1003,3,79183,,
137,2,31014,,
1567,9,,141224,14306
44,12,58187,,
576,1,,140203,12470
446,9,182325,,29031
1256,1,81915,,16108
1209,1,76651,,15900
947,1,119070,,
364,9,83610,,36246
1190,8,102092,,
257,1,77996,,16027
1286,7,189786,,6153
44,8,59577,,
19,5,72551,,
111,6,110280,,
1425,1,,118337,
943,2,,,
734,4,,203612,
603,5,186772,,10619
203,10,157331,,
1567,1,,228147,15408
933,6,36623,,
398,6,58456,,44218
848,5,68918,,
749,2,41838,,
1472,1,107452,,19095
1213,5,,113123,38675
624,5,,214777,32107
1075,1,186105,,
793,10,81382,,
829,12,78315,,33628
1456,10,28737,,
514,2,,179260,
1474,1,17815,,35281
469,12,151023,,21274
885,12,167387,,19164
482,3,163732,,
1034,8,,,6874
447,6,103322,,30219
1264,9,32466,,
329,1,168010,,15242
1609,1,164921,,39680
1286,11,47035,,41388
1078,8,,46270,
120,3,,198741,
304,3,58026,,
871,5,40727,,7489
329,3,55853,,22832
215,3,179926,,33081
1082,7,96662,,40614
119,3,199298,,7915
448,5,17090,,37899
1543,11,102208,,
1123,1,124450,,16477
363,7,72874,,
1543,8,192393,,
1374,1,,,
1149,1,195578,,26952
496,3,90076,,
1319,1,55800,,15506
792,7,176551,,
1125,11,,221057,37333
1436,11,137299,,19041
919,8,87226,,17990
1006,1,94682,,
1562,3,170149,,
1364,12,34985,,
1172,11,185487,,27199
549,10,34792,,12884
235,6,45681,,
1278,1,41249,,
391,7,96759,,24849
156,7,79761,,
1348,6,72496,,
698,11,126360,,
365,4,183062,,
1523,8,140471,,
741,8,163704,,5878
1071,2,188252,,25609
1141,8,118428,,19060
1506,1,,60302,7253
1274,1,153245,,
96,9,110758,,
1571,2,,178496,
723,6,185733,,
828,6,44553,,
785,10,65639,,
745,5,159790,,42294
340,1,140354,,38753
905,4,84628,,
342,4,152099,,
50,7,195196,,14194
1074,2,186711,,34488
1002,5,,68996,12684
717,2,46798,,10476
1390,12,47920,,13481
164,12,71091,,
741,10,190243,,33163
445,5,169836,,
956,10,162664,,
1214,2,70207,,
91,1,,85603,
271,10,,,
1372,10,154705,,11119
1224,1,,,
236,6,135612,,6593
1503,6,53539,,34656
498,6,,,
1187,3,,155006,30988
1179,3,112962,,
1441,9,,98825,
947,9,110322,,
376,1,185597,,10895
572,1,61777,,
702,12,,45942,22307
899,10,77823,,
1244,3,44864,,
1375,8,78532,,
810,8,143802,,
1586,8,49836,,15958
989,2,,,28114
506,12,18555,,35115
1403,1,76715,,30262
1537,8,87657,,27604
745,6,170138,,34118
1496,1,155355,,
1152,9,,,28142
1589,5,186358,,
380,2,,,38938
1356,1,131861,,
1634,5,,47296,
664,7,176587,,21770
917,2,30078,,26439
1518,12,196347,,32045
876,5,,54233,
1115,12,63099,,27192
1551,4,117488,,
136,8,198739,,
1251,3,33675,,24610
223,11,159225,,
1444,1,110239,,22859
611,11,101275,,7499
1119,12,195555,,
1038,7,,,
635,6,172830,,37824
383,1,87718,,
278,9,68583,,
873,11,73039,,13234
149,7,,219722,34375
999,12,45198,,
138,12,198355,,
31,7,180899,,33004
582,6,167491,,
417,9,99505,,42614
1103,6,,159637,
1217,11,179785,,
82,3,,293842,26905
723,4,106895,,
1544,9,57756,,
1020,8,78697,,24068
787,9,45252,,41013
181,4,15615,,29423
169,10,144128,,
910,12,120671,,43824
679,12,41597,,31864
1109,6,179044,,11978
1178,8,38883,,
716,2,128675,,37571
959,1,79822,,
1582,2,,94482,
742,8,152836,,33912
1002,7,,229853,18488
1522,1,,181985,43691
314,4,150184,,
832,8,54212,,18842
1353,12,151137,,7217
1630,12,155816,,
146,1,87841,,16762
783,1,70026,,
1173,9,193105,,
330,6,,138161,16351
1266,12,151241,,
182,2,52421,,
784,9,,249615,
1339,6,121361,,17291
778,1,,171329,13821
159,8,51317,,
394,3,112739,,26095
1348,1,84150,,
354,12,,139246,31461
529,3,65431,,25109
239,11,184207,,
793,8,106113,,
546,5,177724,,15697
1270,10,29550,,34773
1002,4,,140265,12947
1260,6,136509,,8862
695,1,187470,,24809
1586,2,101409,,21149
1293,1,112810,,
492,1,106247,,
461,5,17715,,32442
171,12,106094,,30566
518,9,35422,,36203
980,1,155511,,11824
389,6,125970,,26223
1331,5,59269,,
1355,6,20020,,34917
506,8,50469,,38040
777,8,89458,,
59,2,88310,,
911,12,33058,,21528
1226,10,100800,,
36,3,168279,,9117
825,1,93922,,
1279,2,,285029,
870,11,,147837,10841
253,4,176336,,
736,9,107245,,30019
691,1,,263567,
575,6,,66180,16422
573,6,,123375,24506
56,2,,,22626
322,9,127895,,20811
799,6,132292,,
877,10,36653,,26229
24,5,168293,,
552,6,95931,,15220
1367,8,,126548,
729,2,58683,,
1241,2,143482,,15184
917,3,180739,,5818
812,1,143322,,
847,1,,230156,21202
361,7,58995,,
612,3,,,
485,9,47293,,38012
644,1,75439,,
1530,3,,,
1198,1,148676,,
181,11,194053,,14415
1388,7,166967,,40676
1187,9,,160098,36214
423,4,162876,,
740,4,153035,,
1371,6,55561,,20315
949,5,115836,,11327
1347,12,78035,,
1115,3,84412,,27923
121,9,60693,,
104,1,102735,,
665,7,176121,,
1187,2,,290464,14935
1051,3,30245,,
727,10,118782,,
1226,1,182211,,
1258,10,107993,,
1371,12,32119,,43645
389,9,127861,,36708
98,4,81393,,
378,3,196841,,
558,12,196988,,
137,12,117891,,
1536,11,,104254,18261
1502,1,,,
1606,1,83785,,
916,12,,209404,8555
586,6,19889,,
373,7,189630,,
958,1,72486,,
256,12,,210620,28614
780,4,124196,,
1374,11,,,
425,1,84977,,
164,1,32970,,
762,1,92998,,
556,1,81654,,
203,3,196458,,
636,1,,,6750
1397,5,,166397,
